InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Category,Season,BasePrice,CompetitorPrice,PriceChangeFreq,PriceStdDev,PriceRange,DemandIndicator,NumRivals,PriceSyncScore,ReactivePricingFlag,SearchDuration,PurchaseDelay,NumSearches,ADPExposure,DidPurchase,MitigationApplied,PriceMatchingFlag,VolatilityScore,TrustScore,CollusionFlag
INV509494,22086,PAPER CHAIN KIT 50S CHRISTMAS,7,2011-01-13 09:54,3.3,C17311,United Kingdom,seasonal,winter,2.95,3.22,2,0.55,2.108,0.698,3,0.222,0,4.1,0.5,1,17,1,0,1,0.4683,2.7513,0
INV509495,85099B,JUMBO BAG RED RETROSPOT,2,2011-08-21 11:22,2.56,C14587,United Kingdom,bags,summer,2.08,2.63,3,0.634,2.676,0.887,2,0.463,1,7.8,1.1,4,9,0,1,0,0.5185,1.8655,0
INV509496,20725,LUNCH BAG RED RETROSPOT,2,2010-01-10 15:21,1.47,C16897,United Kingdom,bags,winter,1.65,1.44,1,0.231,0.703,0.786,3,0.432,1,6.8,0.4,2,13,1,1,0,0.2593,2.2911,0
INV509497,21730,GLASS STAR FROSTED T-LIGHT HOLDER,31,2010-08-19 09:26,5.03,C12974,United Kingdom,home_decor,summer,4.25,2.65,2,0.435,2.345,1.095,3,0.431,0,6.1,1.2,2,12,1,0,1,0.3188,2.5158,0
INV509498,84879,ASSORTED COLOUR BIRD ORNAMENT,30,2011-06-02 11:02,2.14,C15938,United Kingdom,home_decor,summer,1.69,2.09,6,0.409,2.008,1.173,3,0.612,1,6.8,6.9,2,2,1,0,1,0.4602,1.6599,0
INV509499,21212,PACK OF 72 RETROSPOT CAKE CASES,6,2011-01-03 11:48,2.01,C18491,United Kingdom,kitchen,winter,2.1,1.58,5,0.374,1.924,0.692,2,0.629,0,3.8,0.9,5,5,0,0,0,0.3722,3.0469,0
INV509500,22457,NATURAL SLATE HEART CHALKBOARD,29,2011-08-29 13:21,1.34,C15457,United Kingdom,home_decor,summer,1.06,1.18,4,0.19,0.479,1.211,4,0.309,0,2.4,2.7,1,13,1,0,0,0.4377,2.0806,1
INV509501,71053,WHITE METAL LANTERN,14,2010-05-20 15:55,3.4,C13089,United Kingdom,home_decor,spring,3.39,2.74,3,0.711,3.535,1.221,7,0.286,0,7.0,2.7,1,17,1,0,0,0.3816,2.3042,0
INV509502,20727,LUNCH BAG BLACK SKULL,2,2010-06-05 11:13,1.92,C15655,United Kingdom,bags,summer,1.65,2.26,3,0.341,1.335,1.102,8,0.334,0,,1.2,4,5,0,0,0,0.3528,1.577,0
INV509503,20725,LUNCH BAG RED RETROSPOT,3,2009-12-31 10:10,2.16,C15437,United Kingdom,bags,winter,1.65,2.45,3,0.274,1.107,1.723,4,0.397,0,7.1,1.2,2,16,1,0,0,0.3387,2.2375,0
INV509504,84879,ASSORTED COLOUR BIRD ORNAMENT,3,2010-06-12 11:18,1.78,C14756,United Kingdom,home_decor,summer,1.69,1.92,6,0.15,0.575,1.018,7,0.239,0,18.7,1.0,8,11,1,0,0,0.3205,1.657,1
INV509505,22632,HAND WARMER RED POLKA DOT,1,2010-09-01 10:57,1.77,C16093,United Kingdom,clothing,autumn,1.85,1.66,5,0.193,0.862,0.945,2,0.418,0,,0.8,2,1,1,0,0,0.4142,1.8726,1
INV509506,22633,HAND WARMER UNION JACK,5,2010-05-23 12:45,2.11,C16495,United Kingdom,clothing,spring,1.85,2.15,0,0.186,0.509,1.039,8,0.195,1,10.7,3.2,1,12,0,0,0,0.298,1.6601,0
INV509507,22457,NATURAL SLATE HEART CHALKBOARD,2,2010-10-24 14:56,1.11,C16269,United Kingdom,home_decor,autumn,1.06,0.71,5,0.246,0.859,1.204,6,0.195,0,5.1,1.0,1,6,1,0,0,0.3983,2.0969,0
INV509508,84406B,CREAM CUPID HEARTS COAT HANGER,13,2010-12-01 09:22,3.75,C12686,United Kingdom,home_decor,winter,2.75,3.2,3,0.276,1.278,1.329,6,0.372,0,6.4,2.0,5,5,0,0,1,0.4203,1.5339,0
INV509509,84406B,CREAM CUPID HEARTS COAT HANGER,1,2010-03-29 14:45,3.02,C13266,United Kingdom,home_decor,spring,2.75,3.1,3,0.762,1.95,0.98,2,0.565,1,4.0,0.3,1,10,1,1,0,0.4136,2.0716,1
INV509510,20727,LUNCH BAG BLACK SKULL,13,2011-11-23 13:33,2.86,C13424,United Kingdom,bags,autumn,1.65,3.21,8,0.476,2.332,2.101,3,0.311,0,,5.0,1,18,1,0,0,0.5391,1.4982,1
INV509511,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,20,2011-04-27 14:51,4.17,C15779,United Kingdom,clothing,spring,3.39,3.9,2,0.891,4.401,0.853,2,0.611,0,7.7,1.7,1,20,1,0,0,0.4519,2.0947,1
INV509512,22197,POPCORN HOLDER,25,2010-02-14 10:03,0.99,C12726,United Kingdom,kitchen,winter,0.85,0.82,0,0.248,1.131,0.843,6,0.388,0,5.7,2.4,2,3,1,0,1,0.2977,2.5077,0
INV509513,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,21,2011-01-31 12:22,4.19,C14378,United Kingdom,clothing,winter,3.39,3.86,1,0.933,3.854,0.989,2,0.511,0,4.9,2.7,3,10,1,1,0,0.4055,2.0921,0
INV509514,23084,RABBIT NIGHT LIGHT,10,2011-07-24 14:47,1.79,C13895,United Kingdom,home_decor,summer,1.65,1.77,0,0.252,0.836,0.95,1,0.215,1,5.4,1.4,2,9,1,0,0,0.3683,2.3518,1
INV509515,85099B,JUMBO BAG RED RETROSPOT,4,2011-06-02 11:08,2.34,C15025,United Kingdom,bags,summer,2.08,2.37,4,0.662,2.26,0.882,3,0.71,1,18.8,2.5,9,11,0,1,0,0.5189,1.2373,0
INV509516,22632,HAND WARMER RED POLKA DOT,8,2011-04-16 15:38,2.32,C15535,United Kingdom,clothing,spring,1.85,1.89,3,0.467,2.238,0.903,8,0.263,0,6.9,2.0,2,9,0,0,0,0.3544,1.9491,0
INV509517,84406B,CREAM CUPID HEARTS COAT HANGER,22,2010-01-13 15:17,2.51,C12679,United Kingdom,home_decor,winter,2.75,2.52,0,0.247,1.109,0.707,5,0.524,1,6.4,4.0,3,11,1,0,0,0.1765,2.7112,0
INV509518,22383,LUNCH BAG SUKI DESIGN,1,2011-02-27 15:34,1.81,C12558,United Kingdom,bags,winter,1.65,1.62,3,0.346,0.94,0.798,4,0.138,0,7.2,0.3,2,12,0,1,1,0.4319,1.9158,0
INV509519,71053,WHITE METAL LANTERN,11,2010-02-26 18:37,2.84,C14114,United Kingdom,home_decor,winter,3.39,2.7,1,0.266,0.7,0.62,3,0.385,1,8.0,2.0,5,5,1,0,0,0.1399,2.0036,0
INV509520,21730,GLASS STAR FROSTED T-LIGHT HOLDER,5,2011-10-22 10:23,5.41,C18474,United Kingdom,home_decor,autumn,4.25,5.33,1,0.598,1.87,1.237,7,0.252,1,2.5,0.7,1,17,1,0,0,0.2776,2.9155,1
INV509521,22383,LUNCH BAG SUKI DESIGN,7,2010-03-25 12:48,1.59,C15577,United Kingdom,bags,spring,1.65,1.76,1,0.242,0.905,0.905,8,0.349,0,5.6,1.4,5,16,1,0,0,0.2743,1.8202,0
INV509522,21730,GLASS STAR FROSTED T-LIGHT HOLDER,6,2010-12-19 09:14,5.54,C17866,United Kingdom,home_decor,winter,4.25,5.5,4,0.482,2.109,1.598,1,0.629,1,,1.7,5,5,0,1,0,0.3863,2.3974,1
INV509523,21730,GLASS STAR FROSTED T-LIGHT HOLDER,9,2011-10-06 13:00,5.92,C16442,United Kingdom,home_decor,autumn,4.25,,5,1.45,4.564,1.375,1,0.624,0,,2.3,5,13,1,1,0,0.6386,1.0,0
INV509524,23170,CERAMIC BOWL WITH POLKADOT DESIGN,6,2010-06-24 12:47,3.79,C17960,United Kingdom,kitchen,summer,3.75,3.58,1,0.214,0.572,0.978,2,0.234,0,10.7,0.2,8,16,1,0,0,0.214,1.8644,1
INV509525,22752,SET 7 BABUSHKA NESTING BOXES,3,2010-06-12 12:00,7.68,C12860,United Kingdom,toys,summer,7.65,8.23,3,1.047,4.948,0.671,8,0.122,0,3.7,0.4,1,29,1,0,0,0.4242,3.0153,0
INV509526,23170,CERAMIC BOWL WITH POLKADOT DESIGN,1,2011-06-07 11:03,3.87,C14553,United Kingdom,kitchen,summer,3.75,3.68,1,1.123,3.288,0.867,1,0.745,1,9.1,2.0,5,14,1,0,0,0.4237,1.9448,1
INV509527,85099B,JUMBO BAG RED RETROSPOT,3,2010-08-21 09:34,2.42,C16263,United Kingdom,bags,summer,2.08,2.26,3,0.187,0.651,0.934,5,0.075,0,,1.5,4,5,1,1,1,0.2879,2.3005,0
INV509528,22633,HAND WARMER UNION JACK,7,2011-03-07 10:03,2.07,C16604,United Kingdom,clothing,spring,1.85,2.39,1,0.229,0.842,0.982,6,0.017,0,18.3,1.1,5,22,1,1,0,0.3924,2.3718,0
INV509529,21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,13,2011-05-20 13:28,2.96,C17660,United Kingdom,kitchen,spring,2.1,2.92,6,0.731,2.946,1.368,3,0.442,1,4.0,1.8,4,12,1,1,0,0.4686,1.5759,0
INV509530,84406B,CREAM CUPID HEARTS COAT HANGER,12,2010-02-01 11:33,2.64,C14498,United Kingdom,home_decor,winter,2.75,,2,0.267,1.397,0.647,1,0.471,1,6.4,4.3,5,10,1,0,0,0.315,2.3893,0
INV509531,23170,CERAMIC BOWL WITH POLKADOT DESIGN,12,2010-12-12 12:07,4.59,C12186,United Kingdom,kitchen,winter,3.75,5.34,4,0.247,1.17,1.049,7,0.176,0,7.1,2.0,2,4,1,0,0,0.2308,2.6313,0
INV509532,22197,POPCORN HOLDER,17,2011-11-19 11:54,1.25,C15831,United Kingdom,kitchen,autumn,0.85,1.27,2,0.294,0.974,1.49,8,0.604,1,12.8,1.4,4,14,1,0,1,0.4621,1.5319,1
INV509533,21212,PACK OF 72 RETROSPOT CAKE CASES,2,2011-10-17 14:09,3.19,C12455,United Kingdom,kitchen,autumn,2.1,3.52,6,0.709,3.308,1.248,6,0.497,0,19.4,1.6,2,19,0,0,1,0.5615,1.6583,0
INV509534,71053,WHITE METAL LANTERN,8,2010-12-23 11:57,4.56,C14377,United Kingdom,home_decor,winter,3.39,5.0,5,0.312,1.571,1.472,4,0.229,0,6.2,0.3,1,18,0,0,0,0.4007,2.8971,0
INV509535,21174,CABINET WITH FAIRY DOORS,6,2010-02-23 14:03,9.63,C12598,United Kingdom,home_decor,winter,9.95,8.67,0,2.987,14.376,0.69,8,0.501,0,2.4,0.1,1,15,0,0,1,0.2505,3.1801,0
INV509536,23170,CERAMIC BOWL WITH POLKADOT DESIGN,4,2011-10-13 17:43,4.92,C16930,United Kingdom,kitchen,autumn,3.75,5.43,3,0.303,0.915,1.473,3,0.321,0,9.0,2.0,5,10,0,0,0,0.4193,1.5303,0
INV509537,84029E,RED WOOLLY HOTTIE WHITE HEART,4,2010-01-30 12:28,3.16,C18010,United Kingdom,clothing,winter,3.39,3.4,3,0.853,2.661,0.971,2,0.31,0,3.1,0.5,5,14,1,0,0,0.4253,2.9276,0
INV509538,22384,LUNCH BAG PINK POLKADOT,1,2010-08-29 11:36,1.7,C14871,United Kingdom,bags,summer,1.65,1.74,2,0.519,1.746,0.757,3,0.64,1,3.1,0.3,1,16,1,1,0,0.385,3.2036,1
INV509539,21730,GLASS STAR FROSTED T-LIGHT HOLDER,5,2011-07-22 11:07,5.13,C17348,United Kingdom,home_decor,summer,4.25,4.85,5,1.186,4.131,0.808,7,0.171,0,12.3,1.3,2,11,0,1,0,0.4293,2.0758,0
INV509540,22114,HOT WATER BOTTLE TEA AND SYMPATHY,3,2010-09-30 10:05,4.75,C12215,United Kingdom,clothing,autumn,4.65,4.92,1,0.829,3.853,0.985,5,0.194,1,11.1,1.6,3,24,1,0,0,0.3689,2.2128,0
INV509541,21730,GLASS STAR FROSTED T-LIGHT HOLDER,4,2009-12-19 16:19,4.72,C18266,United Kingdom,home_decor,winter,4.25,5.0,4,0.432,1.26,1.33,2,0.423,0,7.9,1.4,1,15,1,1,1,0.3115,3.3229,1
INV509542,22197,POPCORN HOLDER,1,2010-12-07 10:02,0.92,C16583,United Kingdom,kitchen,winter,0.85,0.69,2,0.192,0.592,1.032,5,0.582,0,3.4,0.6,1,11,1,0,0,0.3734,1.6737,0
INV509543,22114,HOT WATER BOTTLE TEA AND SYMPATHY,4,2010-09-25 11:19,5.02,C17849,United Kingdom,clothing,autumn,4.65,4.35,2,0.428,1.195,0.847,8,0.501,0,3.2,0.1,4,14,1,0,1,0.313,3.1082,1
INV509544,21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,2,2010-01-30 13:18,2.1,C15410,United Kingdom,kitchen,winter,2.1,1.8,3,0.425,1.429,0.816,6,0.497,0,8.0,1.0,9,9,1,1,0,0.3546,2.7403,0
INV509545,21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,3,2010-03-25 12:03,2.0,C17937,Belgium,kitchen,spring,2.1,2.05,3,0.29,1.169,0.75,3,0.801,1,7.6,0.4,1,8,1,0,0,0.2602,3.0132,0
INV509546,85099B,JUMBO BAG RED RETROSPOT,2,2011-03-26 15:11,2.01,C12425,United Kingdom,bags,spring,2.08,1.68,4,0.22,0.831,0.819,4,0.738,0,7.3,0.2,1,4,1,0,1,0.3877,2.0712,1
INV509547,20725,LUNCH BAG RED RETROSPOT,1,2011-07-07 12:20,1.74,C13287,United Kingdom,bags,summer,1.65,1.31,5,0.437,1.333,0.905,6,0.237,0,3.0,0.2,2,15,1,1,0,0.4345,1.5317,0
INV509548,20727,LUNCH BAG BLACK SKULL,5,2011-08-04 09:06,2.18,C12576,United Kingdom,bags,summer,1.65,1.49,5,0.571,2.787,0.841,8,0.834,0,5.3,1.2,2,14,0,0,0,0.4765,2.0274,1
INV509549,21928,JUMBO STORAGE BAG SUKI,1,2011-02-01 15:27,2.29,C13649,United Kingdom,bags,winter,2.08,1.99,5,0.677,2.188,0.711,8,0.193,0,17.8,0.7,3,12,1,0,0,0.3849,2.0794,0
INV509550,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,2,2011-08-26 15:47,3.8,C12937,United Kingdom,clothing,summer,3.39,3.87,0,0.212,0.988,0.91,2,0.312,1,10.3,0.7,1,28,1,0,0,0.3497,2.4911,1
INV509551,85099B,JUMBO BAG RED RETROSPOT,4,2010-05-03 18:05,2.52,C17826,United Kingdom,bags,spring,2.08,2.78,3,0.487,2.555,1.169,6,0.096,0,24.1,0.9,2,8,0,0,0,0.4103,1.6163,0
INV509552,22111,SCOTTIE DOG HOT WATER BOTTLE,2,2011-02-15 10:52,5.52,C14183,United Kingdom,clothing,winter,4.65,5.68,4,1.562,6.207,0.807,2,0.683,1,,0.4,1,18,1,0,1,0.4819,2.5767,0
INV509553,22384,LUNCH BAG PINK POLKADOT,18,2010-08-06 15:44,1.59,C16215,United Kingdom,bags,summer,1.65,1.46,2,0.335,0.981,0.753,6,0.098,0,2.5,0.7,1,21,0,0,0,0.3407,3.3848,0
INV509554,22423,REGENCY CAKESTAND 3 TIER,9,2010-03-15 14:28,12.42,C16450,United Kingdom,kitchen,spring,12.75,13.91,4,2.474,13.065,1.046,4,0.291,0,13.5,0.9,5,9,0,0,0,0.3606,1.7773,0
INV509555,71053,WHITE METAL LANTERN,3,2011-07-13 12:36,3.86,C13976,United Kingdom,home_decor,summer,3.39,4.14,3,0.271,1.349,0.767,3,0.599,0,1.8,0.3,1,19,1,0,0,0.306,1.97,0
INV509556,85099B,JUMBO BAG RED RETROSPOT,4,2010-03-09 10:52,2.14,C17618,United Kingdom,bags,spring,2.08,2.11,7,0.339,1.398,0.906,2,0.477,1,6.4,0.2,1,4,1,0,1,0.3637,3.0132,0
INV509557,21730,GLASS STAR FROSTED T-LIGHT HOLDER,8,2009-12-02 16:56,5.16,C15729,United Kingdom,home_decor,winter,4.25,6.13,6,1.19,5.86,1.72,8,0.415,0,16.7,0.7,4,17,1,1,0,0.312,1.8289,0
INV509558,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,4,2010-06-05 12:56,3.84,C15734,United Kingdom,clothing,summer,3.39,4.15,2,0.967,4.476,0.843,4,0.613,0,23.0,2.4,1,13,0,0,0,0.3414,1.5905,0
INV509559,23084,RABBIT NIGHT LIGHT,9,2010-04-24 12:40,1.7,C14500,United Kingdom,home_decor,spring,1.65,1.93,1,0.511,2.061,0.834,8,0.341,0,5.5,1.2,4,13,1,0,0,0.2786,2.5101,0
INV509560,47566,PARTY BUNTING,5,2011-02-11 13:22,4.89,C17137,United Kingdom,seasonal,winter,4.95,5.32,2,1.518,7.325,0.622,4,0.389,0,6.9,0.8,6,2,1,0,0,0.539,1.8078,0
INV509561,21730,GLASS STAR FROSTED T-LIGHT HOLDER,1,2011-02-03 13:36,4.12,C18142,France,home_decor,winter,4.25,4.0,3,1.191,3.804,0.609,2,0.388,1,,0.6,1,28,1,1,0,0.3152,2.2713,0
INV509562,23084,RABBIT NIGHT LIGHT,3,2010-06-25 16:55,1.57,C16364,United Kingdom,home_decor,summer,1.65,1.46,3,0.093,0.42,0.656,5,0.095,0,8.5,0.4,5,19,0,0,0,0.2462,2.2602,0
INV509563,22457,NATURAL SLATE HEART CHALKBOARD,10,2010-01-05 13:28,0.96,C17804,United Kingdom,home_decor,winter,1.06,0.93,2,0.306,1.089,0.779,3,0.33,1,3.5,5.0,1,8,0,0,0,0.3539,2.3124,0
INV509564,22197,POPCORN HOLDER,26,2011-01-19 13:56,0.9,C15226,Switzerland,kitchen,winter,0.85,1.02,2,0.23,1.227,1.087,5,0.258,0,7.5,3.3,5,2,0,0,0,0.3642,1.7109,1
INV509565,22114,HOT WATER BOTTLE TEA AND SYMPATHY,12,2010-10-22 11:13,6.17,C13337,United Kingdom,clothing,autumn,4.65,5.98,8,0.654,1.749,1.256,5,0.206,1,11.7,1.0,9,7,1,1,0,0.42,1.2971,0
INV509566,84879,ASSORTED COLOUR BIRD ORNAMENT,4,2010-01-10 10:02,1.65,C17645,United Kingdom,home_decor,winter,1.69,1.55,4,0.399,2.007,0.793,7,0.221,0,4.2,0.7,1,11,1,0,0,0.3305,2.9505,0
INV509567,71053,WHITE METAL LANTERN,25,2010-01-09 10:48,3.68,C18079,United Kingdom,home_decor,winter,3.39,2.5,4,0.276,0.69,0.688,6,0.319,0,4.7,1.4,3,21,0,0,1,0.1044,3.3825,0
INV509568,23170,CERAMIC BOWL WITH POLKADOT DESIGN,38,2010-01-20 10:03,3.67,C12685,United Kingdom,kitchen,winter,3.75,3.66,6,0.644,3.165,0.903,2,0.225,1,6.2,6.7,5,7,0,1,0,0.3942,2.0181,0
INV509569,22633,HAND WARMER UNION JACK,8,2011-03-02 14:07,2.33,C17236,Germany,clothing,spring,1.85,2.05,5,0.224,1.068,0.851,6,0.319,0,6.7,0.6,1,14,0,0,0,0.4403,2.1109,0
INV509570,21174,CABINET WITH FAIRY DOORS,4,2010-04-30 16:14,10.15,C15189,United Kingdom,home_decor,spring,9.95,10.56,1,0.798,2.131,0.938,1,0.642,0,5.5,0.5,1,19,1,0,0,0.2289,3.1819,0
INV509571,22111,SCOTTIE DOG HOT WATER BOTTLE,1,2010-02-03 13:01,4.45,C14645,United Kingdom,clothing,winter,4.65,4.7,3,0.361,1.19,0.703,3,0.457,1,2.1,0.8,1,13,1,0,0,0.2307,2.8641,0
INV509572,23084,RABBIT NIGHT LIGHT,3,2010-07-23 13:51,1.71,C15170,Germany,home_decor,summer,1.65,1.73,3,0.209,1.01,0.789,6,0.069,1,5.8,1.3,3,4,1,0,0,0.2951,2.201,1
INV509573,22384,LUNCH BAG PINK POLKADOT,8,2010-11-28 11:54,2.38,C16794,United Kingdom,bags,autumn,1.65,2.63,0,0.243,1.312,1.62,3,0.375,0,8.4,1.1,1,13,0,0,0,0.3434,2.639,0
INV509574,22633,HAND WARMER UNION JACK,3,2010-01-02 10:33,1.71,C15163,United Kingdom,clothing,winter,1.85,1.67,1,0.319,0.942,0.862,1,0.42,1,12.5,0.4,2,9,1,0,0,0.2723,2.7632,1
INV509575,22383,LUNCH BAG SUKI DESIGN,1,2010-03-11 12:58,1.46,C13168,United Kingdom,bags,spring,1.65,1.34,2,0.411,1.663,0.921,1,0.205,0,5.0,0.6,2,31,0,0,0,0.3692,2.1836,0
INV509576,22384,LUNCH BAG PINK POLKADOT,1,2010-06-07 12:42,1.75,C12670,United Kingdom,bags,summer,1.65,1.89,3,0.309,1.024,0.8,7,0.45,0,9.4,1.1,2,27,1,0,0,0.334,2.5802,0
INV509577,23170,CERAMIC BOWL WITH POLKADOT DESIGN,7,2010-11-30 10:06,4.18,C16000,United Kingdom,kitchen,autumn,3.75,4.33,0,1.133,3.966,1.268,1,0.524,1,2.2,0.3,3,10,0,1,0,0.4261,2.767,0
INV509578,20727,LUNCH BAG BLACK SKULL,6,2011-04-06 17:51,1.87,C14271,United Kingdom,bags,spring,1.65,1.82,1,0.435,2.374,0.795,2,0.302,1,9.9,0.5,4,14,1,0,1,0.5824,2.2468,0
INV509579,21212,PACK OF 72 RETROSPOT CAKE CASES,20,2010-01-23 14:45,1.96,C15995,United Kingdom,kitchen,winter,2.1,1.82,3,0.21,0.754,0.963,2,0.353,0,7.6,2.5,3,9,0,0,1,0.2672,2.4822,0
INV509580,23298,SPOTTY BUNTING,5,2010-09-30 13:03,5.07,C16472,United Kingdom,seasonal,autumn,4.95,5.28,5,0.983,2.797,1.043,2,0.472,1,7.9,2.0,3,4,1,0,1,0.4915,1.74,1
INV509581,22423,REGENCY CAKESTAND 3 TIER,24,2010-11-10 10:28,20.19,C16326,United Kingdom,kitchen,autumn,12.75,20.02,4,4.251,19.671,1.796,4,0.164,1,7.8,2.4,2,3,1,0,1,0.3598,1.8623,1
INV509582,21928,JUMBO STORAGE BAG SUKI,3,2010-07-26 13:01,2.18,C15014,United Kingdom,bags,summer,2.08,2.38,1,0.62,2.488,0.883,7,0.165,0,4.4,0.3,1,22,1,1,0,0.4289,2.1583,0
INV509583,20725,LUNCH BAG RED RETROSPOT,28,2010-10-27 11:12,2.11,C14086,United Kingdom,bags,autumn,1.65,2.24,2,0.473,2.124,1.383,2,0.352,0,5.5,2.0,1,5,1,0,0,0.3878,1.6324,0
INV509584,22111,SCOTTIE DOG HOT WATER BOTTLE,2,2011-06-20 16:05,5.42,C17394,United Kingdom,clothing,summer,4.65,6.01,5,0.626,2.431,1.081,2,0.517,0,4.1,2.5,3,22,1,0,0,0.4942,2.1253,1
INV509585,85099B,JUMBO BAG RED RETROSPOT,8,2011-05-07 12:51,2.5,C17765,United Kingdom,bags,spring,2.08,2.55,1,0.127,0.392,0.801,2,0.229,1,5.3,0.4,2,19,1,1,0,0.2789,2.2254,0
INV509586,21174,CABINET WITH FAIRY DOORS,3,2011-09-27 12:42,11.52,C16952,United Kingdom,home_decor,autumn,9.95,12.2,3,3.505,17.117,1.05,3,0.491,0,22.7,6.6,2,25,1,1,0,0.4184,1.9905,0
INV509587,21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,1,2010-12-12 10:49,2.42,C16678,United Kingdom,kitchen,winter,2.1,2.26,6,0.52,1.739,1.36,3,0.535,0,1.8,0.2,3,8,1,0,1,0.6525,1.5611,1
INV509588,22086,PAPER CHAIN KIT 50S CHRISTMAS,2,2009-12-04 09:45,3.57,C12281,United Kingdom,seasonal,winter,2.95,4.0,3,0.59,2.874,1.366,8,0.157,0,8.6,0.3,1,14,1,0,0,0.495,3.1828,0
INV509589,22752,SET 7 BABUSHKA NESTING BOXES,7,2011-06-17 15:40,9.05,C12812,United Kingdom,toys,summer,7.65,9.34,5,1.751,8.423,0.957,4,0.283,1,21.2,3.0,5,26,1,0,0,0.5837,1.2945,0
INV509590,22383,LUNCH BAG SUKI DESIGN,16,2011-01-20 14:04,2.09,C14604,Portugal,bags,winter,1.65,1.77,3,0.388,1.261,0.939,7,0.36,0,,2.0,1,13,1,1,0,0.3399,1.9617,0
INV509591,84406B,CREAM CUPID HEARTS COAT HANGER,4,2011-01-06 16:43,2.79,C13440,Switzerland,home_decor,winter,2.75,3.05,1,0.492,1.998,0.641,1,0.217,0,11.4,0.5,4,6,1,0,0,0.3439,1.4475,0
INV509592,23298,SPOTTY BUNTING,7,2010-03-29 12:47,5.5,C14619,United Kingdom,seasonal,spring,4.95,5.44,2,1.257,5.437,0.779,2,0.247,1,25.2,3.0,3,19,1,0,0,0.5013,2.2173,0
INV509593,22752,SET 7 BABUSHKA NESTING BOXES,2,2011-01-31 11:09,7.9,C13666,United Kingdom,toys,winter,7.65,9.09,3,2.215,10.152,0.683,4,0.733,0,,1.0,3,21,0,0,0,0.4768,1.9432,1
INV509594,21174,CABINET WITH FAIRY DOORS,4,2010-01-06 11:32,9.5,C14527,United Kingdom,home_decor,winter,9.95,7.57,2,0.592,2.87,0.754,7,0.039,0,5.6,1.3,1,12,1,1,1,0.237,3.2365,0
INV509595,21730,GLASS STAR FROSTED T-LIGHT HOLDER,3,2011-03-22 13:10,4.88,C12369,United Kingdom,home_decor,spring,4.25,4.02,2,0.375,1.145,0.894,8,0.213,0,6.4,0.8,2,12,1,0,1,0.3341,3.1896,0
INV509596,22633,HAND WARMER UNION JACK,6,2010-09-24 09:35,2.09,C15597,United Kingdom,clothing,autumn,1.85,2.25,3,0.589,2.508,0.97,4,0.633,0,33.5,1.3,2,13,1,0,1,0.4847,1.3859,0
INV509597,22752,SET 7 BABUSHKA NESTING BOXES,1,2010-09-15 14:27,9.05,C15894,United Kingdom,toys,autumn,7.65,8.49,2,2.365,9.946,0.979,4,0.227,0,3.6,0.3,3,12,0,0,0,0.4997,1.5302,0
INV509598,22383,LUNCH BAG SUKI DESIGN,32,2010-03-02 16:29,1.84,C14522,United Kingdom,bags,spring,1.65,2.08,2,0.493,2.471,1.058,5,0.089,0,5.5,1.5,4,22,1,0,0,0.376,2.2686,1
INV509599,21928,JUMBO STORAGE BAG SUKI,2,2010-04-19 11:14,1.98,C14921,United Kingdom,bags,spring,2.08,1.92,2,0.483,2.588,0.853,6,0.647,1,7.5,1.0,2,11,1,0,0,0.3546,2.026,0
INV509600,23170,CERAMIC BOWL WITH POLKADOT DESIGN,2,2010-06-12 12:27,3.93,C14300,EIRE,kitchen,summer,3.75,4.23,0,0.46,1.912,0.851,3,0.42,0,5.1,5.3,2,8,1,0,0,0.2289,2.5695,0
INV509601,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2011-11-22 14:34,3.56,C17362,United Kingdom,home_decor,autumn,2.55,3.74,8,0.39,1.009,1.593,4,0.332,1,9.6,0.4,3,24,1,0,0,0.4376,1.5864,1
INV509602,22114,HOT WATER BOTTLE TEA AND SYMPATHY,1,2010-05-10 13:01,4.27,C12236,United Kingdom,clothing,spring,4.65,4.53,2,0.463,2.124,0.844,3,0.479,0,,0.6,2,26,1,0,0,0.3995,2.2628,0
INV509603,22114,HOT WATER BOTTLE TEA AND SYMPATHY,6,2011-09-04 10:29,5.52,C12031,United Kingdom,clothing,autumn,4.65,5.67,3,0.651,3.051,1.078,5,0.444,1,16.5,1.0,6,15,1,0,0,0.4475,1.6943,1
INV509604,85099B,JUMBO BAG RED RETROSPOT,6,2011-10-08 09:13,2.89,C15225,United Kingdom,bags,autumn,2.08,2.5,2,0.573,1.518,1.366,3,0.461,0,9.9,1.1,5,20,1,0,0,0.5061,1.878,1
INV509605,71053,WHITE METAL LANTERN,8,2010-08-04 12:15,3.86,C17872,United Kingdom,home_decor,summer,3.39,3.77,4,0.437,1.83,1.011,1,0.199,1,10.2,0.6,1,13,1,0,0,0.2968,3.0986,1
